

--------------------------------------------------------------------------------
Port          Native  Status        Port
              Vlan                  Channel
--------------------------------------------------------------------------------
Eth108/1/31   175,3138,3141,3156,3300-3307
Eth108/1/32   175,3138,3141,3156,3300-3307
Eth108/1/33   175,3138,3141,3156,3300-3307
Eth108/1/34   175,3138,3141,3156,3300-3307
Eth108/1/37   175,3138,3141,3156,3300-3307
Eth108/1/38   175,3138,3141,3156,3300-3307
Eth108/1/39   175,3138,3141,3156,3300-3307
Eth108/1/40   175,3138,3141,3156,3300-3307
Eth108/1/41   175,3138,3141,3156,3300-3307
Eth108/1/42   175,3138,3141,3156,3300-3307
Eth108/1/43   3414
Eth108/1/44   3414
Eth108/1/45   3414
Eth108/1/46   3414
Eth109/1/5    110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598,3628,3630,3636,3642
Eth109/1/6    110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598,3628,3630,3636,3642
Eth109/1/7    110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598,3628,3630,3636,3642
Eth109/1/8    110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598,3628,3630,3636,3642
Eth109/1/13   110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598,3628,3630,3636,3642
Eth109/1/14   110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598,3628,3630,3636,3642
Eth109/1/15   110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598,3628,3630,3636,3642
